image_id,image_path,human_score,human_label,reason
p1_seed12,data/raw/p1_seed12.jpg,5,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。
p1_seed2,data/raw/p1_seed2.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p1_seed3,data/raw/p1_seed3.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p1_seed4,data/raw/p1_seed4.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p1_seed5,data/raw/p1_seed5.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p1_seed7,data/raw/p1_seed7.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p1_seed8,data/raw/p1_seed8.jpg,5,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。
p2_img12,data/raw/p2_img12.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p2_img15,data/raw/p2_img15.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p2_img18,data/raw/p2_img18.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p2_img19,data/raw/p2_img19.png,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p2_seed0,data/raw/p2_seed0.jpg,10,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。
p2_seed1,data/raw/p2_seed1.jpg,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p2_seed2,data/raw/p2_seed2.jpg,10,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。
p2_seed3,data/raw/p2_seed3.jpg,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p2_seed4,data/raw/p2_seed4.jpg,10,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。
p2_seed5,data/raw/p2_seed5.jpg,10,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。
p2_seed6,data/raw/p2_seed6.jpg,10,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。
p2_seed7,data/raw/p2_seed7.jpg,10,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。
p3_img10,data/raw/p3_img10.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p3_img11,data/raw/p3_img11.png,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p3_img12,data/raw/p3_img12.png,5,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。
p3_img13,data/raw/p3_img13.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p3_img14,data/raw/p3_img14.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p3_img15,data/raw/p3_img15.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p3_img16,data/raw/p3_img16.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p3_img17,data/raw/p3_img17.png,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p3_img18,data/raw/p3_img18.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p3_img19,data/raw/p3_img19.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p4_seed0,data/raw/p4_seed0.jpg,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p4_seed1,data/raw/p4_seed1.jpg,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p4_seed17,data/raw/p4_seed17.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p4_seed26,data/raw/p4_seed26.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p4_seed3,data/raw/p4_seed3.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p4_seed7,data/raw/p4_seed7.jpg,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p4_seed8,data/raw/p4_seed8.jpg,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p4_seed9,data/raw/p4_seed9.jpg,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p5_seed23,data/raw/p5_seed23.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p5_seed24,data/raw/p5_seed24.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p5_seed25,data/raw/p5_seed25.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p5_seed28,data/raw/p5_seed28.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_img10,data/raw/p6_img10.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p6_img11,data/raw/p6_img11.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p6_img12,data/raw/p6_img12.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_img13,data/raw/p6_img13.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p6_img14,data/raw/p6_img14.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_img15,data/raw/p6_img15.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p6_img16,data/raw/p6_img16.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p6_img17,data/raw/p6_img17.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_img18,data/raw/p6_img18.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_img19,data/raw/p6_img19.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_seed10,data/raw/p6_seed10.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p6_seed11,data/raw/p6_seed11.jpg,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p6_seed12,data/raw/p6_seed12.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p6_seed15,data/raw/p6_seed15.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p6_seed16,data/raw/p6_seed16.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p6_seed17,data/raw/p6_seed17.jpg,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p6_seed18,data/raw/p6_seed18.jpg,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p7_img10,data/raw/p7_img10.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p7_img11,data/raw/p7_img11.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p7_img12,data/raw/p7_img12.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p7_img13,data/raw/p7_img13.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p7_img14,data/raw/p7_img14.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p7_img15,data/raw/p7_img15.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p7_img16,data/raw/p7_img16.png,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p7_img17,data/raw/p7_img17.png,9,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。
p7_img18,data/raw/p7_img18.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p7_img19,data/raw/p7_img19.png,8,Good,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。
p9_img1,data/raw/p9_img1.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p9_img12,data/raw/p9_img12.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p9_img14,data/raw/p9_img14.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img16,data/raw/p9_img16.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img17,data/raw/p9_img17.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img2,data/raw/p9_img2.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p9_img20,data/raw/p9_img20.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img21,data/raw/p9_img21.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img27,data/raw/p9_img27.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img3,data/raw/p9_img3.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
p9_img4,data/raw/p9_img4.png,5,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。
p9_img5,data/raw/p9_img5.png,6,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。
p9_img6,data/raw/p9_img6.png,7,Bad,依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。
